# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "64" "-p" "-t" "exon" "-g" "gene_id" "-a" "/public5/xiongyy/refer/Mus_musculus.GRCm39.108.gtf" "-o" "/public5/xiongyy/mouse_EV/00.CleanData/all.id.txt" "/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam" 
Geneid	/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam
ENSMUSG00000087524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027122	719	663	668	740	710	606	529	630	670	608	402	698
ENSMUSG00000081966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082066	4	2	4	2	3	9	4	8	2	1	2	2
ENSMUSG00000027120	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044349	16	2	19	26	13	4	6	17	24	28	28	32
ENSMUSG00000065840	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027652	1533	1160	681	1823	1499	1903	2011	1354	1095	1170	746	1353
ENSMUSG00000081800	1	1	2	0	0	0	2	1	1	1	0	0
ENSMUSG00000084644	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044405	103	172	483	138	109	126	155	141	193	196	343	289
ENSMUSG00000037771	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000087563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037761	155	257	256	84	224	269	191	301	225	183	191	258
ENSMUSG00000093120	0	0	0	0	0	0	2	0	0	2	0	0
ENSMUSG00000037754	191	216	135	259	248	311	172	104	233	208	111	231
ENSMUSG00002075033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074625	53	39	168	133	56	111	202	77	112	107	39	130
ENSMUSG00000074647	574	98	99	278	216	834	1498	277	81	108	56	151
ENSMUSG00000005882	349	455	430	278	391	431	278	265	327	245	507	612
ENSMUSG00000078972	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000038259	2	9	1	0	0	12	1	0	8	0	0	15
ENSMUSG00000038241	383	309	160	392	516	578	428	472	383	476	219	267
ENSMUSG00000074646	6	15	0	3	13	1	5	2	0	10	0	28
ENSMUSG00000005881	1337	1686	1962	1520	1696	2125	1678	1631	1606	1696	976	1491
ENSMUSG00000013338	10	22	0	0	0	14	35	22	0	10	0	3
ENSMUSG00000081002	1	0	1	1	0	2	1	0	0	0	0	0
ENSMUSG00000038180	7	4	2	3	1	13	0	8	4	7	0	2
ENSMUSG00000074643	0	0	0	1	0	0	0	0	10	0	10	6
ENSMUSG00000098950	8	0	0	0	2	2	0	5	0	0	0	0
ENSMUSG00000103285	1	1	0	0	0	0	1	0	3	3	8	0
ENSMUSG00000089824	715	833	665	451	983	654	555	857	729	657	348	556
ENSMUSG00000027618	697	755	857	522	722	982	726	901	772	660	1106	915
ENSMUSG00000067847	266	316	371	110	432	585	376	531	388	379	289	343
ENSMUSG00000026985	194	38	788	959	80	169	99	22	71	51	7	30
ENSMUSG00000083116	59	54	5	132	30	70	83	21	23	36	13	30
ENSMUSG00000044103	144	82	1284	843	231	220	171	33	179	108	56	111
ENSMUSG00000026984	54	20	500	352	70	87	61	0	37	12	7	3
ENSMUSG00000104173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083172	0	0	25	30	0	1	3	0	0	0	0	0
ENSMUSG00000026983	656	279	2277	2297	374	837	787	140	304	244	78	217
ENSMUSG00000046845	380	53	102	18	56	342	298	129	29	80	0	77
ENSMUSG00000084094	52	39	18	68	30	38	32	22	51	25	47	60
ENSMUSG00000074966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084933	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063844	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109813	2	1	0	0	2	0	0	1	1	0	0	0
ENSMUSG00000109449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096554	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027157	0	0	0	0	0	0	0	0	0	0	9	0
ENSMUSG00000025781	4090	4254	5981	3648	4416	4463	3265	4516	3636	3376	9151	5739
ENSMUSG00000077733	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000037262	177	175	184	143	262	251	134	232	196	259	146	265
ENSMUSG00000037254	4	0	35	36	10	8	2	0	13	6	0	2
ENSMUSG00000087102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087353	0	0	0	4	0	0	3	0	0	0	0	0
ENSMUSG00000027014	352	277	227	183	341	361	275	468	318	236	159	250
ENSMUSG00000081719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075185	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080924	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111689	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054510	2	14	0	15	15	8	9	7	31	17	6	0
ENSMUSG00000026765	779	365	283	242	515	857	822	604	199	202	200	401
ENSMUSG00000085357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025314	559	618	273	839	631	749	548	202	543	491	81	373
ENSMUSG00000085471	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000080994	0	0	2	1	1	0	5	2	0	1	15	1
ENSMUSG00000026866	22	7	24	38	35	14	10	5	46	33	0	32
ENSMUSG00000120033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120040	4	1	0	2	7	3	5	22	0	24	0	3
ENSMUSG00000086328	4	11	0	9	7	23	1	3	10	1	0	10
ENSMUSG00000120177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120236	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075416	3	6	7	13	4	1	1	4	0	2	10	0
ENSMUSG00000120246	0	0	0	2	0	4	5	0	0	0	0	0
ENSMUSG00000086822	4	3	0	8	3	0	7	0	1	0	0	5
ENSMUSG00000120389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086881	5	0	15	5	11	10	3	14	3	10	2	3
ENSMUSG00000120463	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000120026	4	5	11	10	8	17	10	9	14	23	4	62
ENSMUSG00000120508	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000056329	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085742	8	3	33	32	6	7	13	0	0	6	4	3
ENSMUSG00000120540	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000120560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120441	5	8	5	2	6	2	4	3	3	9	18	26
ENSMUSG00000084938	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000087496	2	0	5	5	3	14	1	13	12	0	2	9
ENSMUSG00000120621	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120385	0	0	0	0	0	5	6	1	0	0	0	0
ENSMUSG00000085182	0	0	0	0	2	0	0	0	8	0	0	0
ENSMUSG00000120653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120668	0	6	0	8	0	3	3	3	0	3	0	35
ENSMUSG00000006462	19	10	55	27	16	26	26	24	14	26	20	45
ENSMUSG00000074987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087196	1	7	8	0	0	3	1	7	14	11	0	0
ENSMUSG00000086348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087203	13	3	5	0	0	0	2	0	17	8	0	11
ENSMUSG00000039138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086657	6	2	6	0	6	1	7	6	13	8	9	0
ENSMUSG00000120749	3	0	0	0	0	0	0	0	0	3	0	9
ENSMUSG00000084829	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083674	0	0	0	5	10	10	10	6	14	4	10	7
ENSMUSG00000120768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086425	0	0	0	0	0	5	3	0	0	0	0	0
ENSMUSG00000120098	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000120838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120292	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000120684	0	0	0	0	0	0	0	2	1	0	0	0
ENSMUSG00000045464	26	56	26	59	40	42	44	30	35	42	33	34
ENSMUSG00000120859	10	1	7	5	4	13	5	1	11	13	6	38
ENSMUSG00000120864	0	0	0	2	0	2	0	0	0	0	0	0
ENSMUSG00000120148	0	0	0	0	0	0	0	0	7	0	0	3
ENSMUSG00000086644	0	9	14	19	2	11	1	5	9	4	17	0
ENSMUSG00000085151	8	5	9	13	0	5	4	2	9	5	0	19
ENSMUSG00000085261	0	0	0	0	3	0	0	1	0	3	0	0
ENSMUSG00000084826	1	1	0	5	1	0	3	2	0	2	0	0
ENSMUSG00000120918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074981	3	6	0	0	10	0	0	8	0	0	7	0
ENSMUSG00000120957	6	0	0	2	0	4	0	0	7	9	0	0
ENSMUSG00000086382	4	16	16	4	7	25	16	5	29	10	16	0
ENSMUSG00000119943	0	0	0	17	4	2	0	6	9	6	0	0
ENSMUSG00000086006	0	0	0	0	4	0	2	0	0	0	0	0
ENSMUSG00000102869	3803	4363	3238	4255	3620	4450	3493	3164	3843	3723	3535	3597
ENSMUSG00000120902	0	0	0	6	0	1	0	0	0	0	0	0
ENSMUSG00000086358	10	0	0	8	1	0	0	5	6	1	0	13
ENSMUSG00000121034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121035	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000085028	35	70	50	50	84	70	69	122	66	98	75	231
ENSMUSG00000103009	73	101	98	45	86	127	43	119	67	72	18	9
ENSMUSG00000120727	3	0	0	0	4	5	1	5	0	2	0	0
ENSMUSG00000120788	61	79	23	13	50	58	78	105	50	42	7	76
ENSMUSG00000120320	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056738	0	17	0	3	12	1	0	0	0	0	0	5
ENSMUSG00000086537	1	0	0	1	3	1	6	0	3	0	0	0
ENSMUSG00000086141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086813	2	0	0	2	0	2	2	8	0	1	0	0
ENSMUSG00000086754	1	0	0	0	2	4	13	0	4	8	0	0
ENSMUSG00000121094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121095	805	794	895	589	753	724	623	854	811	703	771	903
ENSMUSG00000087519	8	22	12	0	4	0	5	6	14	9	12	10
ENSMUSG00000086353	3	4	0	0	8	4	1	6	3	4	8	1
ENSMUSG00000120577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085129	14	14	5	15	28	12	15	2	4	14	0	10
ENSMUSG00000120226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100303	3	4	2	11	15	4	12	11	28	33	17	104
ENSMUSG00000064263	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000085015	0	0	0	1	0	3	0	0	0	3	0	0
ENSMUSG00000121134	11	24	21	23	40	15	20	14	12	9	6	24
ENSMUSG00000085218	9	13	0	3	8	1	0	1	0	2	34	35
ENSMUSG00000087600	2	4	0	0	3	1	3	0	12	7	0	0
ENSMUSG00000086714	13	0	5	19	9	6	22	9	23	13	18	36
ENSMUSG00000120522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120007	0	0	5	1	0	1	1	0	3	12	11	9
ENSMUSG00000074912	1	10	0	1	0	14	1	5	16	0	0	2
ENSMUSG00000087269	37	17	33	19	29	35	19	28	33	36	48	84
ENSMUSG00000086109	0	5	1	12	7	5	0	0	0	18	0	0
ENSMUSG00000085633	0	0	0	0	0	2	1	0	10	0	0	0
ENSMUSG00000074813	70	128	88	144	95	156	69	64	147	154	15	59
ENSMUSG00000085385	295	320	259	241	497	326	310	672	299	337	273	428
ENSMUSG00000026736	17	17	25	26	78	35	9	7	42	13	8	11
ENSMUSG00000087362	23	64	32	75	67	48	23	5	93	43	0	8
ENSMUSG00000121173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121175	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000120507	92	159	120	78	116	80	76	132	104	114	84	136
ENSMUSG00000078956	27	39	0	61	26	44	24	9	21	47	25	8
ENSMUSG00000085087	4	3	11	16	1	0	2	2	18	0	0	0
ENSMUSG00000121187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086515	1	0	0	0	1	4	0	0	14	0	0	0
ENSMUSG00000120298	18	38	5	17	23	28	35	9	29	21	11	35
ENSMUSG00000010492	31	11	287	103	44	24	14	36	44	27	1060	566
ENSMUSG00000121194	0	6	0	0	4	0	6	1	1	5	0	4
ENSMUSG00000120964	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000121198	0	0	0	0	0	5	2	6	2	0	0	17
ENSMUSG00000121199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120315	23	17	34	25	27	29	15	5	20	14	32	34
ENSMUSG00000121206	1	2	2	0	0	0	0	0	0	12	7	0
ENSMUSG00000087029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046840	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085322	0	0	0	1	1	0	0	0	0	0	38	29
ENSMUSG00000063751	0	3	0	0	7	0	2	3	0	1	0	0
ENSMUSG00000121160	0	1	22	2	0	3	4	5	0	0	43	13
ENSMUSG00000121196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121186	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000085315	2	2	13	1	10	3	2	5	5	0	0	4
ENSMUSG00000121225	146	155	110	135	130	205	134	132	106	94	88	134
ENSMUSG00000121224	3	0	1	0	2	7	1	9	1	0	0	4
ENSMUSG00000054457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121211	2	0	0	0	0	3	1	3	0	8	0	0
ENSMUSG00000085704	40	35	51	33	64	104	117	51	50	52	46	73
ENSMUSG00000085316	27	15	16	3	6	9	7	3	18	5	0	2
ENSMUSG00000087377	15	3	13	6	13	10	6	3	0	5	0	4
ENSMUSG00000121248	0	0	0	0	0	1	2	0	0	0	6	0
ENSMUSG00000085436	22	12	25	22	22	17	15	21	15	12	51	57
ENSMUSG00000120632	6	0	0	2	0	0	3	1	4	0	0	2
ENSMUSG00000085498	11	1	34	7	1	7	4	7	7	8	7	11
ENSMUSG00000120059	6	14	5	10	12	1	0	6	10	33	12	33
ENSMUSG00000086454	1	5	6	5	9	2	3	0	3	6	9	9
ENSMUSG00000086862	0	0	3	4	0	1	0	0	0	2	0	0
ENSMUSG00000121001	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000121250	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121212	0	0	8	0	9	0	0	8	1	4	0	0
ENSMUSG00000087222	7	13	20	1	2	4	5	5	0	2	28	29
ENSMUSG00000121191	3	8	9	16	5	1	6	25	8	11	22	56
ENSMUSG00000087301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120283	0	3	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000121236	0	0	0	0	0	3	7	6	0	0	0	0
ENSMUSG00000098024	3	52	62	11	34	14	12	39	17	25	45	51
ENSMUSG00000085417	9	1	9	2	18	9	11	0	5	6	0	1
ENSMUSG00000121215	14	19	3	2	18	9	5	15	16	7	19	39
ENSMUSG00000063714	69	71	55	50	63	102	50	51	83	83	65	153
ENSMUSG00000121258	4	2	0	1	9	0	8	0	1	0	0	2
ENSMUSG00000121259	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085741	31	34	42	41	43	47	48	39	82	63	43	60
ENSMUSG00000121260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087547	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000085929	42	24	24	32	52	25	18	47	33	35	40	54
ENSMUSG00000073236	34	24	28	21	32	33	6	40	57	52	3	39
ENSMUSG00000121261	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087179	72	66	54	80	84	76	31	26	82	90	14	24
ENSMUSG00000075514	46	60	38	54	58	38	38	59	91	72	46	41
ENSMUSG00000084946	53	102	36	44	70	36	71	105	53	60	88	109
ENSMUSG00000121255	2	1	0	4	1	5	3	1	6	10	0	8
ENSMUSG00000120340	21	25	11	9	4	4	1	21	3	5	10	26
ENSMUSG00000121262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075027	0	0	11	10	9	1	0	6	0	0	0	0
ENSMUSG00000087674	3	2	0	9	0	0	0	0	13	11	11	12
ENSMUSG00000121263	0	0	0	0	10	0	0	0	0	0	0	0
ENSMUSG00000120369	65	87	89	47	134	122	54	139	111	64	63	158
ENSMUSG00000087433	15	7	3	8	12	5	18	12	1	27	10	28
ENSMUSG00000121264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084762	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121265	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086152	19	6	1	0	7	26	12	8	0	8	0	27
ENSMUSG00000121267	3	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000086308	3	5	10	4	0	6	3	4	17	6	6	54
ENSMUSG00000121171	24	4	18	8	14	14	17	15	31	18	20	18
ENSMUSG00000121268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087187	3	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000121238	49	55	45	70	64	54	62	61	54	32	62	48
ENSMUSG00000099632	17	20	11	3	26	8	16	16	40	22	6	27
ENSMUSG00000121257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121241	0	0	0	1	4	3	0	0	0	0	0	0
ENSMUSG00000075020	8	0	7	0	6	1	8	4	6	9	19	8
ENSMUSG00000121216	4	4	14	1	0	11	8	9	12	11	0	13
ENSMUSG00000121269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085438	3666	4114	3021	5202	3724	3839	3413	2725	3931	3277	8081	6250
ENSMUSG00000087148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120882	0	0	1	0	2	0	2	9	7	0	0	0
ENSMUSG00000087382	1	14	16	15	7	6	11	5	28	43	19	82
ENSMUSG00000074578	343	365	424	280	570	533	285	413	366	403	299	402
ENSMUSG00000050577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111179	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000081047	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057761	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111834	0	0	2	0	0	1	0	2	2	0	13	2
ENSMUSG00000075206	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101078	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100899	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061295	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000051313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075069	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111071	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075067	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080223	6	13	0	12	5	15	2	0	18	1	0	0
ENSMUSG00000075064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093625	1	0	0	1	0	0	2	0	5	0	0	0
ENSMUSG00000075063	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080809	0	0	0	0	0	0	0	0	0	0	0	0
